doc_id,entity,type
1335,clinton,PERSON
1335,washington,GPE
1335,wednesday,DATE
1335,this week,DATE
1335,the weekend,DATE
1335,europe,LOC
1335,jackie jacqueline newmyer,ORG
1335,12,CARDINAL
1335,02138 6176611626,DATE
1340,tuesday october 20 2009,DATE
1345,haiti,GPE
1345,florida,GPE
1345,haitian,NORP
1345,nicole lee,PERSON
1345,transafrica,PERSON
1345,year,DATE
1345,haiti,GPE
1345,susana barciela,PERSON
1345,miami,GPE
1345,haitian,NORP
1345,lloyd griffith phd,ORG
1345,haiti,GPE
1345,paul,PERSON
1345,oxford university,ORG
1345,haiti,GPE
1345,un,ORG
1345,4401865,DATE
1345,nicholas kristof,PERSON
1345,new york,GPE
1345,haiti,GPE
1345,eduardo,ORG
1345,florida international university,ORG
1345,dominican,NORP
1345,305,CARDINAL
1345,3483593,DATE
1345,haiti,GPE
1345,haiti,GPE
1345,2009,DATE
1345,march 2009,DATE
1345,harvard,ORG
1345,first,ORDINAL
1345,6174325300,CARDINAL
1345,american university,ORG
1345,haiti,GPE
1345,1994,DATE
1345,dan erikson,PERSON
1345,interamerican dialogue,ORG
1345,miami,GPE
1345,washington,GPE
1345,caribbean,LOC
1345,leonie hermantin,PERSON
1345,haiti,GPE
1345,one,CARDINAL
1345,40,CARDINAL
1345,miami,GPE
1345,south florida,LOC
1345,marleine bastien,PERSON
1345,fanm ayisyen nan miyami inc haitian,ORG
1345,miami,GPE
1345,haitian,NORP
1345,miami,GPE
1345,haiti,GPE
1345,dan erikson,PERSON
1345,interamerican dialogue,ORG
1345,interamerican dialogue,ORG
1345,haiti,GPE
1345,perito us institute,ORG
1345,the haiti working group,ORG
1345,usip,ORG
1345,robert fatton,PERSON
1345,university of virginia political science department haitianam,ORG
1345,haiti,GPE
1345,haiti,GPE
1345,the late 90s 11,DATE
1347,lauren jiloty,FAC
1347,hillary rodham clinton,PERSON
1354,dmv,ORG
1355,lauren jiloty,PERSON
1355,hillary rodham clinton,PERSON
1355,21,CARDINAL
1359,april 11 2009 12,DATE
1359,2392 19,DATE
1359,2024316498,CARDINAL
1359,state,ORG
1359,hillary rodham clinton,PERSON
1359,haiti,GPE
1359,washington,GPE
1359,tuesday april 14 2009,DATE
1359,haiti,GPE
1359,the caribbean sea,LOC
1359,today,DATE
1359,europe,LOC
1359,the middle east,LOC
1359,asia,LOC
1359,haiti,GPE
1359,haiti,GPE
1359,caribbean,LOC
1359,one,CARDINAL
1359,9 million,CARDINAL
1359,the united states,GPE
1359,first,ORDINAL
1359,haiti,GPE
1359,the early years,DATE
1359,haiti,GPE
1359,us,GPE
1359,the hundreds of thousands,CARDINAL
1359,the united states,GPE
1359,new york,GPE
1359,haiti,GPE
1359,today,DATE
1359,haiti,GPE
1359,2006,DATE
1359,haiti,GPE
1359,the 1990s,DATE
1359,the next few months,DATE
1359,approximately 4 million,CARDINAL
1359,haiti,GPE
1359,haiti,GPE
1359,haiti,GPE
1359,three decades,DATE
1359,2006,DATE
1359,pierre louis,PERSON
1359,sunday,DATE
1359,senate,ORG
1359,the united states,GPE
1359,haiti,GPE
1359,brazil,GPE
1359,haitian,NORP
1359,haiti,GPE
1359,today,DATE
1359,haiti,GPE
1359,haiti,GPE
1359,pierre louis,PERSON
1359,haiti,GPE
1359,haiti,GPE
1359,haiti,GPE
1359,100,CARDINAL
1359,year,DATE
1359,one,CARDINAL
1359,haitian,NORP
1359,five,CARDINAL
1359,the united states,GPE
1359,three,CARDINAL
1359,the haitian government,ORG
1359,first,ORDINAL
1359,haitian,NORP
1359,second,ORDINAL
1359,haiti,GPE
1359,two,CARDINAL
1359,haiti,GPE
1359,third,ORDINAL
1359,last years,DATE
1359,haiti,GPE
1359,first,ORDINAL
1359,haiti,GPE
1359,years,DATE
1359,today,DATE
1359,haitian,NORP
1359,un,ORG
1359,haiti,GPE
1359,first,ORDINAL
1359,latin american,NORP
1359,caribbean,LOC
1359,brazil,GPE
1359,haiti,GPE
1359,haiti,GPE
1359,the united states,GPE
1359,canada,GPE
1359,europe,LOC
1359,the united states,GPE
1359,2 million,CARDINAL
1359,haiti,GPE
1359,mexico central america,ORG
1359,the united states,GPE
1359,haitian,NORP
1359,haiti,GPE
1359,the dominican republic,GPE
1359,canada,GPE
1359,spain,GPE
1359,japan,GPE
1359,last years,DATE
1359,haiti,GPE
1359,70 percent,PERCENT
1359,one,CARDINAL
1359,1 million,CARDINAL
1359,the next five years,DATE
1359,the united states,GPE
1359,2006,DATE
1359,haiti,GPE
1359,us,GPE
1359,last october,DATE
1359,another decade,DATE
1359,haitian,NORP
1359,haiti,GPE
1359,haiti,GPE
1359,haiti,GPE
1359,287 million,CARDINAL
1359,haiti,GPE
1359,this year,DATE
1359,20 million,CARDINAL
1359,haiti,GPE
1359,months,DATE
1359,haiti,GPE
1359,the united states,GPE
1359,20 million,CARDINAL
1359,haiti,GPE
1359,fourth,ORDINAL
1359,the united states,GPE
1359,haiti,GPE
1359,millions,CARDINAL
1359,the united states,GPE
1359,haiti,GPE
1359,the united states,GPE
1359,haiti,GPE
1359,haiti,GPE
1359,thousands,CARDINAL
1359,us,GPE
1359,haiti,GPE
1359,haiti,GPE
1359,haiti,GPE
1359,years later,DATE
1359,first,ORDINAL
1359,the united states,GPE
1359,thousands,CARDINAL
1359,haitian,NORP
1359,eleven years later,DATE
1359,haitian,NORP
1359,millions,CARDINAL
1359,haitian,NORP
1359,haiti,GPE
1359,recent months,DATE
1359,canada,GPE
1359,argentina,GPE
1360,david,PERSON
1360,politicsi opinionsi,PERSON
1360,second,ORDINAL
1360,oak hill academy,ORG
1360,karen houppert,PERSON
1360,sunday april 12 2009,DATE
1360,six,CARDINAL
1360,one late january,DATE
1360,afternoon,TIME
1360,five,CARDINAL
1360,two,CARDINAL
1360,james forman,PERSON
1360,17yearold,CARDINAL
1360,james forman jr,PERSON
1360,james forman,PERSON
1360,sncc sncc forman,PERSON
1360,years,DATE
1360,the 1960s,DATE
1360,few years ago,DATE
1360,african american,NORP
1360,african,NORP
1360,american,NORP
1360,arab,NORP
1360,james forman,PERSON
1360,two,CARDINAL
1360,oak hill,ORG
1360,17,CARDINAL
1360,oak hill academy,ORG
1360,womans,NORP
1360,oak hill academy,ORG
1360,second,ORDINAL
1360,james forman,PERSON
1360,castro,PERSON
1360,english,LANGUAGE
1360,today,DATE
1360,vincent schiraldi,PERSON
1360,only last year,DATE
1360,oak hill academy,ORG
1360,david domenici,PERSON
1360,three,CARDINAL
1360,the past 11 years,DATE
1360,two,CARDINAL
1360,9 am to 6 pm,TIME
1360,three,CARDINAL
1360,last year,DATE
1360,93 percent,PERCENT
1360,angelou,PERSON
1360,two,CARDINAL
1360,29 percent,PERCENT
1360,ninth,ORDINAL
1360,18 months,DATE
1360,about 40 percent,PERCENT
1360,angelou,PERSON
1360,oak hill,FAC
1360,23 years,DATE
1360,schiraldi,PERSON
1360,2005,DATE
1360,oak hill,FAC
1360,oak hill,FAC
1360,9 to 3,CARDINAL
1360,schiraldi,PERSON
1360,2007,DATE
1360,12 million,CARDINAL
1360,the next three years,DATE
1360,new mexico,GPE
1360,republican,NORP
1360,pete domenici,PERSON
1360,stanford law school,ORG
1360,few years,DATE
1360,jessica mitford,PERSON
1360,british,NORP
1360,sandra day,PERSON
1360,20,CARDINAL
1360,1997 year later,DATE
1360,first,ORDINAL
1360,oak hill academy,ORG
1360,six,CARDINAL
1360,david came,PERSON
1360,12,CARDINAL
1360,angelou,PERSON
1360,15,CARDINAL
1360,the oak hill academy,ORG
1360,17 years old,DATE
1360,each day,DATE
1360,90,CARDINAL
1360,oak hill,ORG
1360,14,CARDINAL
1360,19,CARDINAL
1360,nearly half,CARDINAL
1360,oak hill,FAC
1360,an average of 10 months,DATE
1360,ninemonth,ORDINAL
1360,year,DATE
1360,18yearolds,CARDINAL
1360,more than half,CARDINAL
1360,the month,DATE
1360,five,CARDINAL
1360,14,CARDINAL
1360,one,CARDINAL
1360,english,LANGUAGE
1360,oak hill academy,ORG
1360,this months,DATE
1360,one,CARDINAL
1360,oak hill academy,ORG
1360,one,CARDINAL
1360,that day to day,DATE
1360,two,CARDINAL
1360,first,ORDINAL
1360,late january,DATE
1360,oak hill,ORG
1360,john adams,PERSON
1360,schiraldi,PERSON
1360,two days,DATE
1360,first 100 days,DATE
1360,african,NORP
1360,february evening,TIME
1360,sixth,ORDINAL
1360,first,ORDINAL
1360,third,ORDINAL
1360,first,ORDINAL
1360,the end of eighth,DATE
1360,oak hill,FAC
1360,10th,ORDINAL
1360,oak hill academy,ORG
1360,35,CARDINAL
1360,six months,DATE
1360,domenici,ORG
1360,25 percent,PERCENT
1360,oak hill,ORG
1360,two months,DATE
1360,oak hills,FAC
1360,this june,DATE
1360,first,ORDINAL
1360,every weekend,DATE
1360,four,CARDINAL
1360,11,DATE
1360,two,CARDINAL
1360,washington,GPE
1360,12th,DATE
1360,june,DATE
1360,six,CARDINAL
1360,at least three months,DATE
1360,two,CARDINAL
1360,1982,DATE
1360,years,DATE
1360,2005,DATE
1360,three,CARDINAL
1360,seven years,DATE
1360,the end of february,DATE
1360,today,DATE
1360,35 percent,PERCENT
1360,the united states,GPE
1360,62 percent,PERCENT
1360,american,NORP
1360,africanamerican,NORP
1360,45,CARDINAL
1360,23,CARDINAL
1360,about half,CARDINAL
1360,100 percent,PERCENT
1360,100 percent,PERCENT
1360,721 juvenile,QUANTITY
1360,abby,PERSON
1360,three,CARDINAL
1360,one,CARDINAL
1360,15yearold one,CARDINAL
1360,one,CARDINAL
1360,today,DATE
1360,second,ORDINAL
1360,10,CARDINAL
1360,15,CARDINAL
1360,one,CARDINAL
1360,georgetown student dania,ORG
1360,am city,GPE
1360,10 more minutes,TIME
1360,five minutes,TIME
1360,10 minutes,TIME
1360,10 more minutes,TIME
1360,karen houppert,PERSON
1361,saturday april 11 2009,DATE
1361,p5j,ORG
1364,saturday april 11 2009,DATE
1364,haiti,GPE
1365,jim,PERSON
1366,saturday april 11 2009,DATE
1367,saturday april 11 2009,DATE
1369,one,CARDINAL
1369,830pm,ORG
1371,robert wood,PERSON
1371,durban review,PERSON
1372,43,CARDINAL
1374,hrc,PERSON
1375,the billions of dollars,MONEY
1375,2001,DATE
1376,monday april 13 2009,DATE
1376,portuguese,NORP
1376,years,DATE
1376,45,CARDINAL
1379,monday april 13 2009,DATE
1380,libya,GPE
1380,new york,GPE
1380,libyans,NORP
1380,this afternoon,TIME
1381,years,DATE
1381,the 1990s,DATE
1381,2008,DATE
1381,2007,DATE
1381,cheney,PERSON
1381,2006,DATE
1381,cheney,PERSON
1381,2005,DATE
1381,2004,DATE
1381,bush,PERSON
1381,2002,DATE
1381,bush,PERSON
1381,2001,DATE
1381,2000,CARDINAL
1381,bush,PERSON
1381,1997,DATE
1381,gore,PERSON
1381,1996,DATE
1381,clinton,PERSON
1381,1995,DATE
1381,clinton,PERSON
1383,clinton,PERSON
1383,american,NORP
1383,the american college of,ORG
1383,four,CARDINAL
1383,aden,GPE
1383,some 250,CARDINAL
1383,payday,DATE
1383,aden,GPE
1383,americans,NORP
1383,the united nations,ORG
1383,fifty billion dollars,MONEY
1383,2008,DATE
1383,hillary rodham clinton,PERSON
1383,april 14 2009,DATE
1383,2,CARDINAL
1383,2,CARDINAL
1383,robert danford,PERSON
1386,tuesday april 14 2009,DATE
1386,cheryl sullivan jacob,PERSON
1386,daily,DATE
1388,lissa,ORG
1388,tuesday april,DATE
1388,14 2009,DATE
1388,one day,DATE
1390,ffyi,ORG
1394,richard holbrooke,PERSON
1398,friday may 01 2009,DATE
1399,clinton,PERSON
1399,michelle,PERSON
1399,tuesday,DATE
1399,3 pm,TIME
1399,first,ORDINAL
1399,100 days,DATE
1399,yesterday,DATE
1399,jackie jacqueline newmyer,PERSON
1399,12,CARDINAL
1399,02138,DATE
1399,6176611626,DATE
1403,congress,ORG
1407,tomorrow,DATE
1407,us,GPE
1410,4,CARDINAL
1411,richard holbrooke,PERSON
1411,10pm tonite,TIME
1413,noon,TIME
1413,afghan,NORP
1413,kabul,GPE
1413,one,CARDINAL
1413,afghan,NORP
1413,karzai,PERSON
1413,nangarhar province,GPE
1413,antisoviet guerrilla,PERSON
1413,two,CARDINAL
1414,jeffharold spoke,PERSON
1414,paris,GPE
1414,tomorrow night,TIME
1414,moroccan,NORP
1414,french,NORP
1414,french,NORP
1415,jeff,PERSON
1415,jeff,PERSON
1417,this morning,TIME
1417,9am,TIME
1418,today,DATE
1418,11am,TIME
1418,one,CARDINAL
1418,one,CARDINAL
1418,12,CARDINAL
1418,louis,GPE
1418,last night,TIME
1419,saturday may 02 2009,DATE
1420,jakeheres harolds,PERSON
1420,french,NORP
1420,today,DATE
1422,morocco,GPE
1425,jeff yestwo,PERSON
1425,french,NORP
1426,saturday may 02 2009,DATE
1428,saturday may 02 2009,DATE
1430,mike posners,PERSON
1431,iran,GPE
1431,iran,GPE
1431,irans,NORP
1431,japanese,NORP
1431,american,NORP
1431,the united states,GPE
1431,manouchehr mottaki,PERSON
1431,32yearold,CARDINAL
1431,roxana saberis,ORG
1431,saturday,DATE
1431,iran,GPE
1431,iranianamerican,NORP
1431,iranian,NORP
1431,japanese,NORP
1431,january,DATE
1431,tehran,GPE
1431,last month to,DATE
1431,eight years,DATE
1431,one day,DATE
1432,1pm,TIME
1432,tuesday,DATE
1432,tomorrow,DATE
1432,the rest of week,DATE
1432,afternoon,TIME
1432,joe klein,PERSON
1432,david ignatius,PERSON
1432,jim smith saudi amb,PERSON
1432,steve,PERSON
1432,shimon peres,PERSON
1432,tuesday,DATE
1433,tomorrow,DATE
1433,the week,DATE
1439,tuesday,DATE
1439,huma,PERSON
1439,sunday may 3 2009,DATE
1439,tomorrow,DATE
1440,valmoro,ORG
1440,sunday may 3 2009,DATE
1440,tomorrow,DATE
1441,201420439,CARDINAL
1441,doc,ORG
1443,george albright,PERSON
1443,this week,DATE
1444,one,CARDINAL
1445,jake sullivan jakesullivar,PERSON
1445,monday may 4 2009,DATE
1445,b5 on mon may 4 2009,PERSON
1446,dennis ross,PERSON
1446,2,CARDINAL
1447,cairo,GPE
1448,dennis ross,PERSON
1450,7,CARDINAL
1451,bill burns,PERSON
1451,richard boucher,PERSON
1452,mon may 4 2009,DATE
1452,india,GPE
1454,jim jones,PERSON
1454,monday,DATE
1456,yesterday,DATE
1457,weekly,DATE
1457,shimon peres,PERSON
1457,warmenian fm edward,PERSON
1457,bilat wkazaichstan fm marat,ORG
1457,robert 4 levinson,PERSON
1457,wazeiu3aijian fm,PERSON
1457,fm carl bildt,PERSON
1457,daily,DATE
1458,last week,DATE
1458,dan smith,PERSON
1458,mexican,NORP
1459,this morning,TIME
1459,the end of the day,DATE
1459,friday,DATE
1459,sendoff jen and ice cream,ORG
1459,today,DATE
1459,friday,DATE
1464,this week,DATE
1466,french,NORP
1467,5,CARDINAL
1469,sunday october 25 2009,DATE
1469,b5 b6,PERSON
1470,saturday december 12 2009,DATE
1470,9am,TIME
1477,14d,CARDINAL
1477,b114d b5,PERSON
1479,nsc,ORG
1479,1 3,DATE
1479,6,CARDINAL
1480,this afternoon,TIME
1480,evening,TIME
1480,huma,PERSON
1481,nsc,ORG
1482,huma,PERSON
1482,morning,TIME
1482,5th,ORDINAL
1487,valmoro,ORG
1487,1,CARDINAL
1487,thursday april 16 2009,DATE
1489,pls print,ORG
1489,two,CARDINAL
1490,thursday,DATE
1490,april 16 2009,DATE
1491,this morning,TIME
1492,w000 hoo,PERSON
1493,carolyn maloney,PERSON
1494,tonight,TIME
1494,this afternoon,TIME
1494,evening,TIME
1494,one,CARDINAL
1494,patricia espinosashould,PERSON
1494,recd,ORG
1494,tuesday,DATE
1497,tel cel,ORG
1499,midnightl xo cdm,ORG
1500,bai3acan,NORP
1500,daily,DATE
1500,cheryl hums jake,PERSON
1500,joe andrew,PERSON
1500,lona daily,ORG
1500,weekly,DATE
1500,rangin dadfar spanta,PERSON
1500,maichdoom shah mehmood qureshi,PERSON
1500,miroslav lajcak,PERSON
1500,21,CARDINAL
1500,dennis ross,PERSON
1500,spanish,NORP
1500,gonzalez,PERSON
1500,sergey lavrov,PERSON
1500,8th,ORDINAL
1500,lavrov james madison,PERSON
1500,8th,ORDINAL
1500,white house,ORG
1500,white house,ORG
1500,weekly,DATE
1500,white house,ORG
1500,witalian,NORP
1500,franco frattini,PERSON
1500,white house,ORG
1500,white house,ORG
1500,only 22,CARDINAL
1500,white house,ORG
1500,white house,ORG
1502,1,CARDINAL
1502,2 mitchell,QUANTITY
1502,3,CARDINAL
1502,4,CARDINAL
1502,14,CARDINAL
1504,today,DATE
1507,thursday,DATE
1513,clinton,PERSON
1513,the uschina commission,ORG
1513,chinese,NORP
1513,30 april,DATE
1513,harvard,ORG
1513,iran,GPE
1513,afghanistan,GPE
1513,later that day,DATE
1514,justin,ORG
1514,europe,LOC
1515,afghanistan,GPE
1515,next weeks,DATE
1515,afghanistan,GPE
1515,islamabad,GPE
1515,the asia development bank,ORG
1517,19,CARDINAL
1520,tuesday april 21 2009,DATE
1521,745,CARDINAL
1522,21 2009,DATE
1522,derek philippe,PERSON
1522,tomorrow,DATE
1525,710 minutes,TIME
1525,11,CARDINAL
1525,21 2009,DATE
1526,last week,DATE
1526,europeans,NORP
1526,first,ORDINAL
1526,21 2009,DATE
1527,brazil,GPE
1527,india,GPE
1527,china,GPE
1527,russia,GPE
1527,india,GPE
1527,asia,LOC
1527,21 2009,DATE
1528,europe,LOC
1528,uk,GPE
1528,france,GPE
1528,germany,GPE
1528,3,CARDINAL
1528,china,GPE
1528,russia,GPE
1528,6,CARDINAL
1528,21 2009,DATE
1528,three,CARDINAL
1529,21 2009,DATE
1531,cheryl mills,PERSON
1531,wednesday april 22 2009,DATE
1532,dial1n,GPE
1532,2026470817,DATE
1532,12345,DATE
1532,2172,CARDINAL
1532,earth day,DATE
1532,first,ORDINAL
1532,the new york times,ORG
1532,24,CARDINAL
1532,400,CARDINAL
1532,white house,ORG
1532,white house,ORG
1532,nsc,ORG
1532,tom donilon,PERSON
1532,first,ORDINAL
1532,one,CARDINAL
1532,one,CARDINAL
1532,white house en,ORG
1532,kuwaiti,GPE
1532,kuwait,GPE
1532,2940,DATE
1532,25,CARDINAL
1536,huma,PERSON
1538,friday april 24 2009,DATE
1540,friday april 24 2009,DATE
1542,dan,PERSON
1542,lona,PERSON
1543,34,CARDINAL
1544,friday april 24 2009,DATE
1544,north korea,GPE
1546,friday april 24 2009,DATE
1546,monday,DATE
1546,38,CARDINAL
1548,april 25 2009,DATE
1548,iraq,GPE
1548,mark landler,PERSON
1548,baghdad,GPE
1548,state,ORG
1548,hillary rodham clinton,PERSON
1548,saturday,DATE
1548,morning,TIME
1548,oneday,DATE
1548,american,NORP
1548,iraq,GPE
1548,at least 140,CARDINAL
1548,several hundred,CARDINAL
1548,thursday,DATE
1548,friday,DATE
1548,clinton,PERSON
1548,first,ORDINAL
1548,baghdad,GPE
1548,american,NORP
1548,gen ray odierno,PERSON
1548,first,ORDINAL
1548,saturday day,DATE
1548,iraq,GPE
1548,2006,DATE
1548,jihadist,NORP
1548,iraq,GPE
1548,the last two years,DATE
1548,iraq,GPE
1548,clinton,PERSON
1548,friday,DATE
1548,evening,TIME
1548,iraq,GPE
1548,iraq,GPE
1548,iraq,GPE
1548,mrs clinton,PERSON
1548,iraq,GPE
1548,the united states,GPE
1548,the end of 2011,DATE
1548,clinton,PERSON
1548,three,CARDINAL
1548,bush,PERSON
1548,2006 18,DATE
1548,this month,DATE
1548,jihadist,NORP
1548,american,NORP
1548,between now and 2011,DATE
1548,clinton,PERSON
1548,several months,DATE
1548,friday,DATE
1548,years,DATE
1548,northern ireland,GPE
1548,dick cheney,PERSON
1548,donald rumsfeld,PERSON
1548,several years ago,DATE
1548,cheney,PERSON
1548,rumsfeld,PERSON
1548,friday,DATE
1548,gen david,PERSON
1548,house appropriations committee,ORG
1548,tunisia,GPE
1548,four,CARDINAL
1548,tunisia,GPE
1548,clinton,PERSON
1548,iraq,GPE
1548,the last six years,DATE
1548,iraq,GPE
1548,41,CARDINAL
1548,iraqi,NORP
1548,jalal talabani,PERSON
1548,al maliki,PERSON
1548,hoshyar zebari,PERSON
1548,iraqi,NORP
1548,iraq,GPE
1548,iraqi,NORP
1548,clinton,PERSON
1548,south korea,GPE
1548,turkey,GPE
1548,obama,PERSON
1548,baghdad,GPE
1548,earlier this month,DATE
1548,baghdad,GPE
1548,american,NORP
1548,american,NORP
1548,christopher hill,PERSON
1548,clinton,PERSON
1548,baghdad,GPE
1548,one day,DATE
1548,senate,ORG
1548,tuesday,DATE
1548,republican,NORP
1548,arab,NORP
1548,north korea,GPE
1548,iraq,GPE
1548,hill,ORG
1548,the united states,GPE
1548,iraq,GPE
1548,american,NORP
1548,february,DATE
1548,ryan crocker,PERSON
1549,clinton,PERSON
1549,iraq,GPE
1549,baghdad,GPE
1549,us,GPE
1549,state,ORG
1549,hillary rodham clinton,PERSON
1549,this weeks,DATE
1549,iraq,GPE
1549,iraqi,NORP
1549,first,ORDINAL
1549,iraq,GPE
1549,clinton,PERSON
1549,us,GPE
1549,clinton,PERSON
1549,baghdad,GPE
1549,saturday,DATE
1549,at least 148,CARDINAL
1549,thursday,DATE
1549,friday,DATE
1549,iraq,GPE
1552,jack polling,PERSON
1553,sunday april 26 2009,DATE
1555,afghanistan,GPE
1555,51,CARDINAL
1556,al gore,PERSON
1556,4,CARDINAL
1558,morning,TIME
1558,seoul,GPE
1561,sunday april 26 2009,DATE
1561,geneva resumertf,ORG
1561,b5 b6 b6,PERSON
1561,1,CARDINAL
1563,saturday october 31 2009,DATE
1563,europe,LOC
1563,halloween,DATE
1563,abu dhabi,ORG
1564,tomorrow,DATE
1565,halloween,DATE
1565,abu dhabi,ORG
1566,clinton,PERSON
1566,us,GPE
1566,state,ORG
1566,hillary clinton,PERSON
1566,monday,DATE
1566,two,CARDINAL
1566,american,NORP
1566,north korea,GPE
1566,clinton,PERSON
1566,new york city,GPE
1566,two,CARDINAL
1566,june 4,DATE
1566,two,CARDINAL
1566,north korea,GPE
1566,north koreans,NORP
1566,clinton,PERSON
1566,clinton,PERSON
1566,north korea,GPE
1566,last thursday,DATE
1566,june 4,DATE
1566,two,CARDINAL
1566,euna lee korean,PERSON
1566,american,NORP
1566,laura ling,PERSON
1566,chineseamerican,NORP
1566,clinton,PERSON
1566,march 17,DATE
1566,china,GPE
1566,clinton,PERSON
1566,us,GPE
1566,state,ORG
1566,hillary clinton,PERSON
1566,monday,DATE
1566,two,CARDINAL
1566,american,NORP
1566,north korea,GPE
1566,clinton,PERSON
1566,new york city,GPE
1566,two,CARDINAL
1566,june 4,DATE
1566,two,CARDINAL
1566,north korea,GPE
1566,north koreans,NORP
1566,clinton,PERSON
1566,clinton,PERSON
1566,north korea,GPE
1566,last thursday,DATE
1566,june 4,DATE
1566,two,CARDINAL
1566,euna lee korean,PERSON
1566,american,NORP
1566,laura ling,PERSON
1566,chineseamerican,NORP
1566,clinton,PERSON
1566,7,CARDINAL
1566,march 17,DATE
1566,china,GPE
1566,8,CARDINAL
1567,9,CARDINAL
1568,11,CARDINAL
1568,gore,PERSON
1569,first,ORDINAL
1569,two,CARDINAL
1571,senate,ORG
1571,senate,ORG
1571,senate,ORG
1571,192,CARDINAL
1571,senate,ORG
1571,senate,ORG
1571,state department office,ORG
1571,hart senate,ORG
1571,hart senate,ORG
1571,senate foreign relations committee,ORG
1571,216,CARDINAL
1571,hart senate,ORG
1571,hart senate,ORG
1571,state department office,ORG
1571,13,CARDINAL
1572,halloween,DATE
1572,abu dhabi,ORG
1572,david,PERSON
1573,wednesday may 20 2009,DATE
1574,jiloty lauren,PERSON
1574,0 friday may 08 2009,DATE
1574,mel matrinez,PERSON
1574,lauren jiloty,ORG
1574,hillary rodham clinton,PERSON
1574,34,CARDINAL
1575,hrc,PERSON
1577,wednesday may 20 2009,DATE
1578,friday may 08 2009,DATE
1580,paul krugmans,PERSON
1580,yesterday,DATE
1580,one,CARDINAL
1580,2009,DATE
1580,ahem politico health care,ORG
1580,four years,DATE
1580,american,NORP
1580,last week,DATE
1580,republican,NORP
1580,senate,ORG
1580,barack obama,PERSON
1580,hillary clinton,PERSON
1580,about 15 million,CARDINAL
1580,clinton,PERSON
1580,new york,GPE
1580,paul krugman,PERSON
1581,congress,ORG
1582,clinton,PERSON
1582,washington,GPE
1582,tomorrow,DATE
1582,yrs jackie,PERSON
1582,29 2009,DATE
1582,12,CARDINAL
1582,6176611626,DATE
1583,wednesday may 20 2009,DATE
1583,rome,GPE
1583,rome,GPE
1583,tonight,TIME
1583,ireland,GPE
1583,friday,DATE
1583,amb,ORG
1583,15,CARDINAL
1583,6,CARDINAL
1584,ps am,ORG
1584,thursday,DATE
1584,29 2009,DATE
1584,jackie newmyer,ORG
1584,clinton,PERSON
1584,washington,GPE
1584,tomorrow,DATE
1584,yrs jackie,PERSON
1584,29 2009,DATE
1584,12,CARDINAL
1584,6176611626,DATE
1584,12,CARDINAL
1584,02138 617620,DATE
1584,6176611626,DATE
1590,15,CARDINAL
1590,egypt,GPE
1596,tonight,TIME
1597,whoo hoo sent,ORG
1600,sunday march 29 2009,DATE
1600,republicans,NORP
1600,13 pm eastern,TIME
1600,next week,DATE
1602,weekly,DATE
1602,monday,DATE
1604,saturday,DATE
1604,09 2009,DATE
1605,hillary,PERSON
1605,1 pm six hours,TIME
1608,96,CARDINAL
1609,all day,DATE
1609,angolans,NORP
1609,more than 15 minutes,TIME
1611,daily,DATE
1611,huma,PERSON
1611,joe andrew,PERSON
1611,lona daily,ORG
1611,weekly,DATE
1611,rajapaksa,PERSON
1611,wangolan,PERSON
1611,ansuncao afonso,PERSON
1611,eurasian,NORP
1611,jakaya mrisho,PERSON
1611,james liddle x75652,PERSON
1611,cell2022557306,ORG
1611,weekly,DATE
1611,white house,ORG
1611,white house,ORG
1611,kikwete white,PERSON
1611,white house,ORG
1611,state department office,ORG
1611,74,CARDINAL
1620,early in the morning,TIME
1620,white house,ORG
1620,tonight,TIME
1623,pls print,PERSON
1624,today,DATE
1624,today,DATE
1624,smart power america,ORG
1624,japan,GPE
1624,korea australia,ORG
1624,china,GPE
1624,russia,GPE
1624,31,CARDINAL
1624,brazil,GPE
1624,india,GPE
1624,turkey,GPE
1624,indonesia,GPE
1624,south africa,GPE
1624,eu,PERSON
1624,iran,GPE
1624,eu,PERSON
1624,32,CARDINAL
1624,33,CARDINAL
1626,pi crowley daniel benjamin,ORG
1626,judith mchale,PERSON
1626,robert blake,PERSON
1626,34,CARDINAL
1627,today,DATE
1629,two,CARDINAL
1629,al,ORG
1630,clinton,PERSON
1630,thursday,DATE
1630,jackie memorandum,PERSON
1632,arrive state department,ORG
1632,daily,DATE
1632,daily,DATE
1632,karel de gucht,PERSON
1632,shanghai,GPE
1632,eurasian,NORP
1632,reagan,PERSON
1632,national airport,ORG
1632,reagan,PERSON
1632,reagan,PERSON
1632,national airport,FAC
1632,2176,DATE
1632,new york,GPE
1632,new york,GPE
1632,laguardia,PRODUCT
1632,new york,GPE
1632,new york,GPE
1632,laguardia airport,FAC
1632,17,CARDINAL
1635,jiloty lauren,PERSON
1635,friday may 22 2009,DATE
1635,today friday,DATE
1635,522,CARDINAL
1635,noon,TIME
1635,today,DATE
1635,1r,CARDINAL
1636,china,GPE
1640,pls print,PERSON
1641,june 2 2009 2009,DATE
1641,june 1 2009,DATE
1641,daily,DATE
1641,pakistan,GPE
1641,pakistan,GPE
1641,the united nations,ORG
1641,june 1 2009,DATE
1641,135008,DATE
1641,pakistan,GPE
1641,31390,DATE
1641,5722,CARDINAL
1641,84702,CARDINAL
1641,439,CARDINAL
1641,18916,CARDINAL
1642,monday march 30 2009,DATE
1642,11,CARDINAL
