doc_id,text,label,start,end
4650,suser37,GPE,3,10
4651,suser42,CARDINAL,4,11
4652,suser37,GPE,28,35
4653,suser25,CARDINAL,0,7
4654,suser3,PERSON,4,10
4655,suser42,NORP,4,11
4656,suser41 am fine,QUANTITY,0,15
4659,suser11,GPE,3,10
4662,ya,PERSON,6,8
4665,suser43,PRODUCT,4,11
4673,suser42,CARDINAL,4,11
4676,hb,ORG,0,2
4681,suser25,CARDINAL,0,7
4682,suser37,GPE,0,7
4683,don,PERSON,0,3
4685,blush,PERSON,0,5
4691,suser42,CARDINAL,4,11
4697,suser42,CARDINAL,3,10
4707,suser43,CARDINAL,0,7
4726,doesn,PERSON,7,12
4732,suser37,GPE,0,7
4742,amy,ORG,0,3
4749,iam,PERSON,5,8
4765,suser12,ORG,10,17
4766,another hr day tomorrow,DATE,21,44
4768,iam,PERSON,3,6
4770,suser11,GPE,0,7
4772,awww see ya suser25,PERSON,0,19
4773,suser25,CARDINAL,0,7
4774,suser25,MONEY,0,7
4777,suser11,GPE,0,7
4778,suser37,GPE,14,21
4782,cuddle,NORP,11,17
4783,suser12,ORG,3,10
4784,suser9,PERSON,6,12
4789,suser11,GPE,0,7
4793,suser37,GPE,14,21
4796,one,CARDINAL,16,19
4798,suser9,PERSON,20,26
4805,suser9,PERSON,8,14
4807,suser6,PERSON,3,9
4808,louisianna,PERSON,6,16
4809,suser11,GPE,4,11
4816,ohio,GPE,23,27
4853,un,ORG,10,12
4882,lurkin,PERSON,15,21
4905,the day,DATE,10,17
4917,today,DATE,18,23
4924,ysssssssss,GPE,0,10
4928,today,DATE,19,24
4932,tjhe sun,PERSON,0,8
4944,fart,GPE,0,4
4962,gm,ORG,3,5
4970,10th,ORDINAL,10,14
4990,kool,PERSON,0,4
4991,doc,ORG,23,26
4995,first,ORDINAL,10,15
5000,brb don,PERSON,0,7
5003,kold,PERSON,9,13
5005,night,TIME,17,22
5013,kold,PERSON,0,4
5016,this afternoon,TIME,44,58
5016,mris,PERSON,66,70
5027,buff,PERSON,12,16
5035,mm buffalo,PERSON,0,10
5039,american hx,ORG,5,16
5060,yesterday,DATE,52,61
5073,american,NORP,4,12
5076,brady,PERSON,24,29
5089,awwwwwwwwww,ORG,0,11
5091,eighth,ORDINAL,32,38
5094,foley,PERSON,46,51
5096,two,CARDINAL,21,24
5098,naples,GPE,15,21
5103,s miles,QUANTITY,9,16
5107,ssi,GPE,14,17
5107,hearin none,PERSON,23,34
5113,april,DATE,30,35
5116,naples,GPE,0,6
5116,florida,GPE,7,14
5118,italy,GPE,4,9
5129,florida,GPE,0,7
5130,this morning,TIME,12,24
5134,florida,GPE,0,7
5140,blue hairs,ORG,0,10
5156,nebraska,GPE,0,8
5159,poot poop,PERSON,0,9
5184,backatchya cutie,PERSON,0,16
5188,chatter,PERSON,40,47
5188,don,PERSON,55,58
5188,ya,PERSON,152,154
5200,afternoon,TIME,5,14
5216,today,DATE,20,25
5216,yesterday,DATE,30,39
5220,gm,ORG,0,2
5232,ryaon,PERSON,0,5
5243,deop,PERSON,0,4
5270,hugsssss,ORG,0,8
5278,today,DATE,17,22
5279,friday,DATE,23,29
5279,afternoon,TIME,30,39
5283,fine thnx,PERSON,0,9
5301,kansas,GPE,20,26
5302,awesome whatcha,ORG,0,15
5340,well bad week,DATE,32,45
5355,hb,ORG,0,2
5380,martian,NORP,40,47
5396,saturday,DATE,29,37
5405,wanna bandito,PERSON,22,35
5411,ya don,PERSON,10,16
5434,lol am,PERSON,0,6
5453,one,CARDINAL,36,39
5455,last night,TIME,37,47
5455,almost week,DATE,71,82
5458,denver,GPE,27,33
5468,needer wanna,PERSON,0,12
5469,an hour,TIME,8,15
5499,lasts06 minutes seconds,TIME,49,72
5509,canada,GPE,0,6
5517,teensuser86,ORG,4,15
5528,teensuser86,ORG,4,15
5541,teensuser86,ORG,25,36
5548,michigan,GPE,11,19
5548,toledo,GPE,23,29
5557,lasts47 minutes seconds,TIME,49,72
5563,today,DATE,22,27
5574,two,CARDINAL,0,3
5584,xbox,ORG,16,20
5586,vmp3,PRODUCT,31,35
5600,19teens,CARDINAL,5,12
5611,lasts30 minutes seconds,TIME,49,72
5633,netflix,GPE,17,24
5636,second,ORDINAL,0,6
5637,third,ORDINAL,0,5
5646,fourth,ORDINAL,0,6
5658,days,DATE,17,21
5686,teensuser86,ORG,0,11
5690,teensuser98,CARDINAL,10,21
5712,south park,GPE,13,23
5721,nyc,ORG,0,3
5722,hehehe hahaha hehehe,PERSON,7,27
5722,hahahaha,ORG,40,48
5726,lasts56 minutes seconds,TIME,49,72
5736,doesn,PERSON,9,14
5744,don,PERSON,0,3
5755,teensuser119,ORG,0,12
5758,today,DATE,52,57
5768,lasts43 minutes seconds,TIME,49,72
5773,teensuser45,CARDINAL,7,18
5795,19teens,CARDINAL,5,12
5802,days,DATE,30,34
5809,19teens,CARDINAL,5,12
5817,19teens,CARDINAL,5,12
5818,19teens,CARDINAL,5,12
5821,19teens,CARDINAL,5,12
5826,19teens,CARDINAL,5,12
5831,19teens,CARDINAL,5,12
5837,19teens,CARDINAL,5,12
5843,19teens,CARDINAL,5,12
5848,19teens,CARDINAL,5,12
5852,19teens teensuser59,CARDINAL,5,24
5853,19teens,CARDINAL,5,12
5856,19teens,CARDINAL,5,12
5857,teensuser54,CARDINAL,21,32
5862,19teens,CARDINAL,5,12
5865,19teens,CARDINAL,5,12
5866,19teens,CARDINAL,5,12
5870,19teens,CARDINAL,5,12
5871,19teens,CARDINAL,5,12
5875,19teens,CARDINAL,5,12
5877,teensuser66,PRODUCT,14,25
5878,heh,ORG,0,3
5884,lasts16 minutes seconds,TIME,49,72
5885,teensuser54,DATE,6,17
5885,19teens,CARDINAL,31,38
5886,nah,PERSON,0,3
5899,19teens,CARDINAL,5,12
5905,teensuser74,CARDINAL,21,32
5908,lez gurls,PERSON,6,15
5910,teensuser74,DATE,6,17
5910,19teens,CARDINAL,34,41
5912,teensuser74,CARDINAL,21,32
5915,one,CARDINAL,7,10
5920,teensuser45,CARDINAL,8,19
5933,19teens,CARDINAL,5,12
5936,lez gurls,PERSON,6,15
5939,19teens,CARDINAL,5,12
5953,one,CARDINAL,14,17
5956,ohh,ORG,0,3
5959,lez gurls,PERSON,6,15
5960,joey jordison sessions,PERSON,96,118
5961,lasts05 minutes seconds,TIME,49,72
5979,tonight,TIME,18,25
5998,south carolina,GPE,44,58
6001,teensuser58,PRODUCT,5,16
6002,perth bi any bi,PERSON,0,15
6017,hii room,ORG,0,8
6030,lasts55 minutes seconds,TIME,49,72
6041,nadda tu,PERSON,0,8
6052,tyrese,NORP,23,29
6054,don kick,PERSON,0,8
6067,heyyy teensuser15,PERSON,0,17
6070,heyyy,PERSON,0,5
6080,silverstein,PERSON,60,71
6081,lasts20 minutes seconds,TIME,49,72
6085,lez gurls,PERSON,6,15
6110,one,CARDINAL,28,31
6117,christianity,NORP,10,22
6130,lez gurls,PERSON,6,15
6142,lasts46 minutes seconds,TIME,49,72
6148,don,PERSON,0,3
6151,doesn mean,ORG,29,39
6154,god,PERSON,0,3
6166,awwww,GPE,0,5
6208,first,ORDINAL,11,16
6224,grins,PERSON,0,5
6227,bbiam,GPE,0,5
6240,first,ORDINAL,23,28
6255,today,DATE,36,41
6261,ya little frustrating eh,PERSON,0,24
6264,pervert,PERSON,0,7
6270,first,ORDINAL,34,39
6270,the world series,EVENT,58,74
6270,last night,TIME,89,99
6317,nick name,PERSON,19,28
6319,al maybe,PERSON,0,8
6377,tonight,TIME,9,16
6387,tonight,TIME,27,34
6418,hun,PERSON,0,3
6441,ya wonder hu,PERSON,6,18
6449,la,GPE,30,32
6477,robert palmer right,PERSON,0,19
6480,s ya,PERSON,3,7
6490,livin lol nu,PERSON,0,12
6498,early tomorrow,DATE,9,23
6509,florida,GPE,0,7
6528,one,CARDINAL,26,29
6530,jimmy hendrix,PERSON,0,13
6538,dobson,PERSON,14,20
6544,tonight,TIME,19,26
6548,ya,PERSON,4,6
6556,bj thomas,PERSON,0,9
6558,mac davis,PERSON,0,9
6576,patsy,PERSON,29,34
6578,gloria estefan,PERSON,0,14
6588,nelson,PERSON,7,13
6593,nelson,PERSON,6,12
6615,johny cashes,ORG,9,21
6615,nick name,PERSON,22,31
6620,norah jones,PERSON,8,19
6625,nick name,PERSON,24,33
6626,one,CARDINAL,0,3
6672,heyyyyyy,PERSON,0,8
6674,kewl,PERSON,0,4
6687,lousiana,GPE,0,8
6690,hank willams,PERSON,14,26
6690,monday night,TIME,35,47
6695,tonight,TIME,37,44
6697,hehe smart,PERSON,0,10
6703,hank jr,PERSON,14,21
6704,la la la,PERSON,0,8
6706,eric,PERSON,0,4
6729,john got shot,PERSON,23,36
6739,shit,ORG,0,4
6744,ed sullivan,PERSON,0,11
6747,ed sullivan,PERSON,0,11
6756,john,PERSON,42,46
6758,don,PERSON,4,7
6763,john,PERSON,12,16
6782,john and,GPE,25,33
6782,last night,TIME,48,58
6788,ma bad,PERSON,0,6
6793,night,TIME,0,5
6794,nawwww,GPE,0,6
6804,night,TIME,0,5
6811,the last few nights,DATE,6,25
6825,tonight,TIME,19,26
6829,normy am,PERSON,5,13
6864,five seconds,TIME,8,20
6876,virginia,GPE,46,54
6878,three,CARDINAL,61,66
6878,max,PERSON,76,79
6891,canada,GPE,25,31
6892,quarter,CARDINAL,0,7
6910,wisconsin,GPE,13,22
6913,this day,DATE,325,333
6918,nooo,GPE,0,4
6927,one,CARDINAL,0,3
6927,appleton,GPE,7,15
6934,suser68,PERSON,18,25
6952,suser59,GPE,10,17
6960,suser59,GPE,7,14
6965,smooch,PERSON,0,6
6966,suser34,CARDINAL,162,169
6968,31f,CARDINAL,3,6
6975,aiken south carolina,ORG,0,20
7023,hb,ORG,0,2
7026,suser45,PERSON,3,10
7028,english,NORP,8,15
7039,suser43,CARDINAL,33,40
7041,suser43,CARDINAL,33,40
7043,suser53,PERSON,0,7
7045,last seen hours minutes ago,TIME,9,36
7047,kiss suser114,PERSON,0,13
7049,eng,PERSON,20,23
7052,suser43,CARDINAL,19,26
7058,dance,ORG,0,5
7062,twit,NORP,9,13
7068,suser34,PRODUCT,0,7
7075,awww come on suser89,PERSON,7,27
7075,suser34,NORP,33,40
7075,suser34,PRODUCT,56,63
7079,suser34,ORG,11,18
7080,suser34,NORP,48,55
7080,french,NORP,60,66
7085,canadian,NORP,10,18
7088,suser41,DATE,0,7
7092,chinese,NORP,31,38
7095,spanish,NORP,19,26
7099,chinese,NORP,4,11
7111,aloha,GPE,0,5
7112,hey suser144,PERSON,0,12
7117,ya blazed,PERSON,17,26
7119,west little,GPE,0,11
7120,only two,CARDINAL,14,22
7125,arkansas,GPE,3,11
7130,ok am gon,PERSON,0,9
7133,every1,PERSON,5,11
7133,today,DATE,12,17
7134,ya,PERSON,4,6
7136,ya suser101,PERSON,0,11
7137,canada,GPE,0,6
7138,arizona,GPE,0,7
7139,year,DATE,37,41
7141,hey suser144,PERSON,0,12
7144,every1,PERSON,9,15
7145,aloha,GPE,0,5
7151,texas,GPE,18,23
7154,holland,GPE,7,14
7157,suser41,DATE,4,11
7159,today,DATE,15,20
7162,tennessee,GPE,25,34
7176,hheeyyy gguyyyzzzz,PERSON,0,18
7185,suser41,CARDINAL,0,7
7188,americans,NORP,57,66
7191,ark,GPE,13,16
7191,suser144,GPE,30,38
7195,american,NORP,4,12
7197,jonesboro,ORG,0,9
7203,japanese,NORP,4,12
7205,lol,ORG,0,3
7213,suser41,CARDINAL,14,21
7214,hawaii,GPE,8,14
7218,days hours minutes ago,TIME,19,41
7224,suser34,PRODUCT,5,12
7226,oklahoma,GPE,0,8
7228,aloha,GPE,0,5
7232,monday,DATE,14,20
7233,hheeyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,ORG,0,51
7234,aloha,GPE,0,5
7237,suser34,CARDINAL,4,11
7240,ho,PERSON,5,7
7244,suser147,PERSON,6,14
7247,suser41,DATE,0,7
7249,alohaaa,ORG,0,7
7256,suser41,DATE,0,7
7263,dratts,PERSON,0,6
7263,suser34,NORP,7,14
7266,heyy suser114,ORG,0,13
7271,united football club,ORG,0,20
7273,hyy,ORG,0,3
7279,heyyyyyyy,ORG,0,9
7291,cali,PERSON,0,4
7295,suser34,PRODUCT,4,11
7302,hawaii,GPE,0,6
7310,italians,NORP,20,28
7321,american,NORP,20,28
7321,matt,PERSON,37,41
7328,suser1,PERSON,7,13
7335,as go past one day,DATE,30,48
7336,suser34,PRODUCT,5,12
7341,fourth,ORDINAL,95,101
7347,az,PERSON,0,2
7354,arizona,GPE,5,12
7355,lick,PERSON,0,4
7357,suser34,PRODUCT,7,14
7373,heyyy suser168,PERSON,0,14
7374,smooch,PERSON,0,6
7375,suser34,CARDINAL,150,157
7385,wha time,PERSON,0,8
7391,31f,CARDINAL,0,3
7391,ga,ORG,4,6
7395,today,DATE,4,9
7408,oklahoma,GPE,0,8
7415,hawaii,GPE,27,33
7419,suser34,NORP,4,11
7424,tommorrow,PERSON,19,28
7443,first,ORDINAL,57,62
7460,one,CARDINAL,19,22
7463,smooch suser89,PERSON,0,14
7491,0o,CARDINAL,0,2
7492,0o,CARDINAL,0,2
7497,cool1024,PERSON,5,13
7498,cool1024,WORK_OF_ART,14,22
7502,this morning,TIME,0,12
7514,suser87,GPE,8,15
7516,nick suser87,PERSON,0,12
7517,mornin suser87,PERSON,0,14
7519,aloha,GPE,0,5
7521,suser87,GPE,8,15
7522,pfft,ORG,0,4
7522,morning,TIME,21,28
7524,aloha,GPE,0,5
7525,morning,TIME,0,7
7532,one,CARDINAL,4,7
7532,virginia,GPE,36,44
7535,suser87,GPE,30,37
7539,fort,GPE,0,4
7539,alaska,GPE,16,22
7539,akst,ORG,23,27
7540,6f 21c,DATE,5,11
7541,morning,TIME,0,7
7543,aloha,GPE,0,5
7543,suser12,ORG,6,13
7546,suser12,ORG,3,10
7553,san diego,GPE,0,9
7553,california,GPE,10,20
7559,sup yoll,ORG,0,8
7570,mode 19teens,PERSON,0,12
7581,fkajslf,PERSON,0,7
7586,joe,PERSON,4,7
7590,froogle,ORG,0,7
7594,amy lee,PERSON,0,7
7601,jesus,PERSON,0,5
7604,google,ORG,0,6
7607,teensuser34,PERSON,15,26
7626,teensuser34,PERSON,17,28
7627,teensuser34,PERSON,13,24
7632,uk,GPE,4,6
7633,teensuser25,DATE,22,33
7636,teensuser34,PERSON,16,27
7636,teensuser34,PERSON,64,75
7646,gon,ORG,0,3
7712,teensuser3,PERSON,4,14
7712,today,DATE,44,49
7714,yeh,PERSON,0,3
7722,teensuser3,PERSON,17,27
7734,uk,GPE,4,6
7737,don,PERSON,4,7
7754,16ftx,CARDINAL,0,5
7757,bois atl,PERSON,32,40
7758,chris,PERSON,0,5
7783,one,CARDINAL,3,6
7786,don,PERSON,3,6
7786,tellin,GPE,32,38
7786,don,PERSON,170,173
7794,teensuser33 do hav,QUANTITY,4,22
7816,north carolina,GPE,10,24
7824,florida,GPE,12,19
7835,first,ORDINAL,13,18
7877,ballin,PRODUCT,22,28
7896,any1,PERSON,0,4
7899,scott,PERSON,0,5
7901,only half,CARDINAL,17,26
7916,rutger vs,PERSON,0,9
7916,louisville,GPE,10,20
7929,argh lag,ORG,0,8
7933,about two,CARDINAL,20,29
7935,an hour and half or,TIME,9,28
7935,two,CARDINAL,29,32
7936,adreniline,NORP,9,19
7945,one,CARDINAL,12,15
7949,one,CARDINAL,12,15
7951,doesn,PERSON,12,17
7965,teensuser25,CARDINAL,0,11
7973,9lime,CARDINAL,0,5
7984,one,CARDINAL,4,7
7990,teensuser172,PERSON,12,24
8012,florida,GPE,4,11
8017,kinda,GPE,4,9
8027,ur kool lil guitar,PERSON,18,36
8036,9lime,CARDINAL,0,5
8047,ya,PERSON,0,2
8049,babe asl,PERSON,0,8
8074,9lime,CARDINAL,0,5
8091,tonight,TIME,47,54
8092,daniel,PERSON,0,6
8095,teensuser35 tisk tisk,CARDINAL,0,21
8099,tisk,CARDINAL,0,4
8100,nick teensuser3,PERSON,0,15
8101,9lime,CARDINAL,0,5
8108,teensuser3,PERSON,19,29
8113,jason teensuser3,PERSON,15,31
8114,david,PERSON,12,17
8124,yarrrr,CARDINAL,0,6
8140,meh need someone,ORG,0,16
8147,19teens teensuser98,DATE,5,24
8156,omg omg omg,PERSON,0,11
8166,9lime,CARDINAL,0,5
8196,19teens,CARDINAL,5,12
8196,teensuser34,PERSON,13,24
8199,teensuser34,PERSON,6,17
8200,last seen days hour,DATE,0,19
8201,teensuser34,PERSON,0,11
8205,heyyy,PERSON,0,5
8216,day hours minutes ago,TIME,23,44
8217,teensuser34,PERSON,0,11
8224,butt,GPE,3,7
8226,teensuser34,PERSON,13,24
8232,hurr pm,TIME,18,25
8233,teensuser34,PERSON,3,14
8234,one,CARDINAL,12,15
8234,teensuser34,PERSON,40,51
8235,teensuser3,PERSON,3,13
8241,adultsuser13,DATE,0,12
8241,4please,CARDINAL,40,47
8244,tomorrow,DATE,21,29
8245,garlic,PERSON,10,16
8246,adultsuser13,DATE,7,19
8247,adultsuser70,PERSON,20,32
8249,edmonton detroit,ORG,5,21
8256,2day,DATE,14,18
8257,adultsuser7,ORG,11,22
8258,gawd,GPE,0,4
8261,adultsuser70 93lbs,DATE,22,40
8279,adultsuser35,PRODUCT,3,15
8283,first,ORDINAL,74,79
8284,awww adultsuser3,PERSON,0,16
8284,lubbs ya honey,ORG,26,40
8286,ohh,ORG,0,3
8287,adultsuser78,PRODUCT,12,24
8288,adultsuser78,PRODUCT,4,16
8289,wean,NORP,21,25
8292,adultsuser35,PRODUCT,5,17
8294,adultsuser30,CARDINAL,3,15
8305,awww adultsuser70 am,PERSON,0,20
8313,kick adultsuser66,PERSON,15,32
8320,wellbutrin,NORP,0,10
8321,lol adultsuser28 control,PERSON,0,24
8325,don wanna,PERSON,0,9
8329,one,CARDINAL,49,52
8329,one,CARDINAL,83,86
8338,adultsuser70,PERSON,4,16
8348,tonight,TIME,33,40
8355,this week,DATE,39,48
8363,few weeks,DATE,17,26
8365,adultsuser13,DATE,8,20
8365,tonight,TIME,39,46
8368,adultsuser28,QUANTITY,9,21
8371,adultsuser8,ORG,4,15
8371,weeks later,DATE,51,62
8371,that week,DATE,109,118
8382,heyyyyyyyyyy adultsuser65 honey,ORG,0,31
8383,don,PERSON,4,7
8383,don,PERSON,16,19
8386,adultsuser35,PRODUCT,4,16
8392,week ago,DATE,25,33
8398,adultsuser91,PRODUCT,3,15
8400,at least few weeks,DATE,47,65
8405,adultsuser28,PRODUCT,27,39
8406,hiya adultsuser92 honey,ORG,0,23
8411,adultsuser35,PRODUCT,6,18
8414,detroit,GPE,3,10
8418,awww adultsuser92 blush,ORG,0,23
8421,detroit,GPE,0,7
8422,adultsuser1,ORG,3,14
8423,adultsuser70,PERSON,0,12
8425,cali,PERSON,0,4
8427,adultsuser26,PERSON,3,15
8430,michigan,GPE,0,8
8437,adultsuser28,NORP,10,22
8444,adultsuser70,PERSON,70,82
8454,ta ta,PERSON,0,5
8461,babi,PERSON,0,4
8469,adultsuser1,ORG,0,11
8473,adultsuser35,PRODUCT,0,12
8477,nick adultsuser65,ORG,0,17
8486,ahh ok,PERSON,0,6
8497,adultsuser28,ORG,4,16
8502,rick james anymore,PERSON,8,26
8509,james biatch,PERSON,8,20
8517,adultsuser30,WORK_OF_ART,0,12
8545,adultsuser35,PRODUCT,3,15
8553,adultsuser1,ORG,4,15
8561,18st,ORDINAL,23,27
8583,don,PERSON,14,17
8603,adultsuser1,ORG,8,19
8607,beanbag,ORG,0,7
8613,itz,ORG,0,3
8629,omg,PERSON,0,3
8630,newp,PERSON,0,4
8643,shorty,ORG,0,6
8650,adultsuser35,PRODUCT,25,37
8659,today,DATE,29,34
8660,shorty lllllllliiiiiiiiiikeee,PERSON,0,29
8667,jesus,PERSON,0,5
8671,jesus,PERSON,0,5
8699,heyyyyyy,PERSON,0,8
8702,lmfao mike,PERSON,0,10
8713,jesus,PERSON,26,31
8718,one,CARDINAL,0,3
8718,two,CARDINAL,4,7
8719,jesus,PERSON,0,5
8722,three,CARDINAL,0,5
8723,canada,GPE,50,56
8738,jesus,PERSON,26,31
8740,christian,NORP,3,12
8752,adultsuser1,ORG,3,14
8756,jesus,PERSON,26,31
8762,adultsuser53,GPE,5,17
8776,lucy,PERSON,3,7
8777,iowa,GPE,3,7
8780,jesus,PERSON,27,32
8788,adultsuser7,ORG,3,14
8790,adultsuser7,ORG,3,14
8793,woooohoooo,PERSON,0,10
8794,don,PERSON,7,10
8799,adultsuser7,ORG,4,15
8804,torah,PERSON,30,35
8810,torah,PERSON,18,23
8812,an hour,TIME,15,22
8812,adultsuser7,ORG,31,42
8813,adultsuser7,ORG,7,18
8813,adultsuser35,PRODUCT,23,35
8816,don,PERSON,36,39
8818,kewl,PERSON,0,4
8840,adultsuser35,PRODUCT,18,30
8843,adultsuser7,ORG,9,20
8857,trance boi,PERSON,0,10
8862,adultsuser132,ORG,0,13
8865,adultsuser132,ORG,0,13
8866,tatatatnanaantatat,ORG,0,18
8883,adultsuser1,ORG,4,15
8885,hey jeff,PERSON,0,8
8885,adultsuser104,ORG,13,26
8885,adultsuser35,LAW,31,43
8895,deop,PERSON,13,17
8912,hahaha adultsuser28,PERSON,0,19
8922,adultsuser67,GPE,5,17
8927,adultsuser91,PRODUCT,13,25
8929,canada,GPE,25,31
8930,adultsuser59,PERSON,0,12
8934,adultsuser1,ORG,0,11
8936,adultsuser1,ORG,3,14
8941,ya,PERSON,0,2
8943,month,DATE,68,73
8945,awwwwww,PERSON,0,7
8987,ya think,PERSON,0,8
8998,hahaha,PERSON,0,6
9013,brb,ORG,0,3
9026,tomorrow,DATE,22,30
9026,today,DATE,46,51
9031,hb,ORG,0,2
9033,golden brown,PERSON,6,18
9037,mmmmmmmmmm,ORG,0,10
9080,ahem,ORG,0,4
9082,ltnc,GPE,5,9
9085,today,DATE,38,43
9089,today,DATE,0,5
9098,today,DATE,4,9
9098,payday,DATE,16,22
9106,first,ORDINAL,27,32
9118,nevah evah,PERSON,0,10
9120,this afternoon,TIME,23,37
9123,omg,PERSON,0,3
9127,one,CARDINAL,14,17
9130,omg whats crusty,ORG,0,16
9138,ewwww caca,PERSON,0,10
9146,week,DATE,22,26
9154,every day,DATE,41,50
9155,luvs pumpkin,ORG,0,12
9160,mmmmmmmmmm,GPE,0,10
9166,omg yummy,PERSON,0,9
9175,halloween,DATE,56,65
9176,one,CARDINAL,38,41
9212,new england usa,ORG,0,15
9216,ri,GPE,23,25
9219,ya,PERSON,4,6
9238,jerimiah johnson,PERSON,10,26
9272,blech,ORG,0,5
9280,evening,TIME,0,7
9282,don,PERSON,4,7
9284,week,DATE,46,50
9291,hartford,PERSON,0,8
9303,tomorrow night,TIME,15,29
9324,two,CARDINAL,9,12
9334,first,ORDINAL,25,30
9340,dang,ORG,0,4
9349,byeeeeeeeeeeeee,ORG,0,15
9365,evening,TIME,23,30
9372,evening,TIME,0,7
9380,evening,TIME,0,7
9384,brb samn,PERSON,0,8
9386,evening,TIME,0,7
9387,dr phil,PERSON,59,66
9387,one,CARDINAL,83,86
9392,evening,TIME,0,7
9396,dr ruth,PERSON,4,11
9400,republican,NORP,19,29
9400,ya later,PERSON,46,54
9402,dr phil,PERSON,0,7
9406,ltr,ORG,0,3
9419,ya,PERSON,4,6
9427,evening,TIME,0,7
9456,today,DATE,18,23
9462,one,CARDINAL,11,14
9462,our loveliest days,DATE,18,36
9462,md,GPE,53,55
9471,md,GPE,35,37
9472,md,GPE,13,15
9473,sposstah,PERSON,0,8
9479,hahaha,PERSON,0,6
9481,aberdeen,GPE,11,19
9481,year,DATE,37,41
9485,holycow nice place,ORG,0,18
9488,summer nights,DATE,8,21
9493,laguna beach,GPE,15,27
9494,aberdeen,ORG,0,8
9494,md,GPE,9,11
9494,md,GPE,25,27
9510,don,PERSON,0,3
9510,don,PERSON,8,11
9516,laguna beach,GPE,16,28
9524,at least miles,QUANTITY,63,77
9530,san diego,GPE,50,59
9530,night,TIME,90,95
9537,san diego,GPE,5,14
9538,ya,PERSON,8,10
9544,lol sea monsters,ORG,0,16
9557,295lbs,CARDINAL,46,52
9558,few years,DATE,89,98
9571,winter,DATE,28,34
9575,60s,DATE,41,44
9581,first,ORDINAL,9,14
9589,first,ORDINAL,27,32
9593,second,ORDINAL,3,9
9593,don,PERSON,18,21
9598,blue cheer,ORG,0,10
9614,nick suser7,PERSON,0,11
9618,suser59,GPE,3,10
9622,ya go suser7,ORG,6,18
9623,don,PERSON,0,3
9638,lol suser115,ORG,0,12
9646,ewwwww,ORG,0,6
9656,ya man,PERSON,0,6
9657,days,DATE,40,44
9659,don,PERSON,0,3
9663,suser115,GPE,0,8
9674,tennessee,GPE,12,21
9677,suser68,PERSON,3,10
9683,don,PERSON,4,7
9693,ogan,NORP,3,7
9708,suser68,PERSON,15,22
9718,nc single,PERSON,0,9
9727,don,PERSON,0,3
9743,hahaha,PERSON,0,6
9752,ahah iamahotniplickme,PERSON,0,21
9762,suser20,ORG,4,11
9763,suser68,PERSON,5,12
9769,suser20,ORG,0,7
9770,first,ORDINAL,0,5
9774,suser30,PRODUCT,32,39
9775,suser6,GPE,28,34
9776,lol suser7,ORG,0,10
9781,one,CARDINAL,5,8
9782,oooooo,ORG,0,6
9784,lmaoo suser121,PERSON,0,14
9797,omg,PERSON,0,3
9805,14k,DATE,7,10
9806,ya hear,PERSON,35,42
9810,suser6,GPE,4,10
9814,suser6,PERSON,0,6
9816,suser6,PERSON,15,21
9818,suser6,GPE,12,18
9825,suser6,GPE,4,10
9836,lol suser121,PERSON,0,12
9845,suser6,GPE,10,16
9846,christianity,NORP,28,40
9851,suser115,GPE,0,8
9851,suser20,WORK_OF_ART,29,36
9853,lmao suser7,ORG,0,11
9860,little jerks jerkettes,PERSON,0,22
9861,jesus,PERSON,5,10
9862,lolololll serg,PERSON,0,14
9877,suser20,WORK_OF_ART,0,7
9878,jerketts,PERSON,0,8
9884,awwwwww,PERSON,0,7
9895,the minute,TIME,26,36
9922,suser115,GPE,3,11
9928,uk,GPE,0,2
9930,dr phil,PERSON,0,7
9945,suser68,PERSON,9,16
9946,suser6,PERSON,0,6
9949,the day,DATE,40,47
9970,spain,GPE,38,43
9982,lol suser7,ORG,0,10
9985,fed,ORG,0,3
9987,first,ORDINAL,4,9
9988,lol suser7,ORG,0,10
9990,texas,GPE,4,9
10008,suser6,PERSON,0,6
10010,meredith,ORG,12,20
10016,lol suser121,PERSON,0,12
10017,suser1370,PERSON,7,16
10028,ewwww,ORG,0,5
10030,ewwwwww,PERSON,0,7
10032,suser115,GPE,0,8
10033,owww,ORG,0,4
10045,lmfao suser121,PERSON,0,14
10052,lol suser115,ORG,0,12
10068,lolololll suser12,PERSON,0,17
10083,lmao no suser115,ORG,0,16
10086,lick em suser7,PERSON,0,14
10091,suser20,ORG,0,7
10102,suser6,PERSON,6,12
10105,hahaha,PERSON,0,6
10108,mexican,NORP,4,11
10115,ya suser115,ORG,13,24
10122,suser6,PERSON,8,14
10148,suser6,GPE,23,29
10155,dang suser30,ORG,0,12
10158,kinda,GPE,7,12
10164,suser20,ORG,4,11
10165,suser6,PERSON,15,21
10165,suser20,ORG,44,51
10177,two,CARDINAL,7,10
10179,summer,DATE,18,24
10186,suser20,WORK_OF_ART,12,19
10202,lmaoo suser7,PERSON,0,12
10205,only three,CARDINAL,3,13
10208,cho,PERSON,0,3
10209,hehehe,PERSON,0,6
10213,sowwy vvil,ORG,0,10
10213,suser36,ORG,15,22
10219,the summer,DATE,11,21
10221,smooch suser30,PERSON,0,14
10223,suser6,GPE,11,17
10235,suser6,PERSON,15,21
10237,20s,ORDINAL,45,48
10243,suser20,ORG,4,11
